gauge,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,total_pr_tgt,num_days_pr,total_pr_adj,total_pr_diff,num_days_pr_adj,pr_add_per_day,total_pr_readj,num_days_pr_readj,total_pr_diff_again,,
1843002,01/12/1999,0,0,0,48.46,31.08,2.08,5.75,0,0,0,22.94,18.07,5.26,12.41,23.33,0,0,0,0,0,0,0,21.05,8.24,2.48,0,0,0.1,0,1.68,14.3,12,1999,217.2233879,14,208.9287893,8.294598584,14,0.592471327,217.23,14,-0.01,,
1843002,01/01/2000,4.58,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,13.23,27.96,,79.94,0,3.51,15.68,23.05,24.11,9.38,16.96,26.36,19.42,0,1,2000,267.9365146,14,260.1892813,7.747233308,13,0.595941024,267.94,13,0,,
1843002,01/02/2000,0,0,3.85,0,0,9.66,6.2,37.7,15.81,0,0,0,0,0,0,0,0,46.19,41.27,0,2.18,0,0,0,0,0,0,0,0,,,2,2000,162.8628765,8,158.4160647,4.446811732,8,0.555851467,162.86,8,0,,
1843002,01/03/2000,7.01,0,0,0,0,0,0,6.71,0,0,33.47,17.45,10.26,14.51,0,2.96,31.95,14.51,14.72,5.09,0,0,0,0,0,0,0,0,0,0,1.84,3,2000,160.4869131,12,154.2841501,6.202762998,12,0.516896917,160.48,12,0.01,,
1843002,01/04/2000,0,0,0,0,0,2.1,0,0,0,0,0,0,2.81,0,0,0,0,0,0,4.91,7.11,0,0,0,0,0,0,0,0,0,,4,2000,16.9336327,4,14.9336327,2,4,0.5,16.93,4,0,,
1843002,01/05/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2000,0,0,0,0,0,,0,0,0,,
1843002,01/06/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,2000,0,0,0,0,0,,0,0,0,,
1843002,01/07/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.13,0,0,0,0,0,7,2000,12.13444475,1,11.63444475,0.5,1,0.5,12.13,1,0,,
1843002,01/08/2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,13.49,10.02,0,8,2000,23.63383253,2,22.13383253,1.5,2,0.75,23.63,2,0,,
1843002,01/09/2000,0,0,36.25,3.14,0,0,9.33,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,2000,49.25949296,4,47.25949296,2,3,0.666666667,49.26,3,0,,
1843002,01/10/2000,0,0,0,0,0,0,28.44,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.74,0,0,0,0,0,0,1.66,22.55,10,2000,72.95341744,5,70.45341744,2.5,5,0.5,72.97,5,-0.02,,
1843002,01/11/2000,0,0,0,3.1,6.45,18.83,30.65,36.98,0.06,0,0,4.03,4.5,1.61,7.48,62.95,6.27,2.73,0,37.54,1.89,0,0,0,0,11.94,17.62,19.95,8.31,2.36,,11,2000,285.26474,19,275.1716683,10.09307169,19,0.5312143,285.25,19,0.01,,
1843002,01/12/2000,83.27,53.47,23.48,0.29,8.58,50.89,4.51,0,0,0,29.44,0,0,0,0,0,2.22,35.3,3.02,0,0,32.62,0,3.41,0,0,0,1.92,5.7,5.8,3.22,12,2000,347.1402563,16,338.5409315,8.599324823,16,0.537457801,347.14,16,0,,
